numero_funcionario,departamento,cargo,nivel_do_cargo,viagem_a_trabalho,horas_extras,num_empregos_anteriores,total_anos_experiencia,anos_na_empresa,anos_no_cargo_atual,anos_desde_ultima_promocao,anos_com_mesmo_gerente,desligado,avaliacao_de_desempenho,aumento_percentual_salario,treinamentos_ultimo_ano
655,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,0,6,5,3,0,3,0,3,12,5
656,Vendas,Executivo de Vendas,2,Viaja raramente,1,4,17,3,0,1,0,0,3,11,3
657,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,1,1,0,0,0,0,3,13,0
659,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,1,10,10,2,2,2,0,3,13,4
661,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,1,4,21,1,0,0,0,0,3,14,3
662,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,3,8,0,0,0,0,0,3,17,3
663,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja frequentemente,1,3,10,8,7,4,7,0,3,13,3
664,Pesquisa e Desenvolvimento,Gerente,4,Viaja raramente,0,7,21,3,2,0,2,0,3,11,3
665,Recursos Humanos,Recursos Humanos,2,Viaja raramente,0,4,10,2,2,0,2,0,3,11,1
666,Vendas,Representante de Vendas,1,Viaja raramente,1,1,8,8,2,0,6,0,3,18,3
667,Vendas,Representante de Vendas,1,Viaja raramente,0,0,5,4,3,0,2,1,3,11,3
669,Vendas,Representante de Vendas,1,Viaja raramente,0,1,3,3,2,1,2,0,3,11,2
671,Pesquisa e Desenvolvimento,Gerente,5,Viaja raramente,1,4,26,2,2,0,1,0,3,12,2
675,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,0,3,2,2,2,2,0,4,20,3
677,Vendas,Executivo de Vendas,2,Viaja raramente,0,0,6,5,0,1,2,0,3,12,3
679,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,1,1,6,6,4,0,5,0,3,12,2
680,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,1,1,1,0,0,0,0,4,20,2
682,Vendas,Executivo de Vendas,2,Viaja raramente,0,7,18,14,7,8,10,0,4,20,2
683,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,10,10,9,8,8,0,3,12,4
684,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,2,5,1,1,0,0,1,3,14,4
686,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,3,3,2,0,2,0,3,13,2
689,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,1,10,10,7,7,8,0,3,15,2
690,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,6,6,0,1,2,0,3,14,5
691,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,1,17,17,11,11,8,0,3,13,3
692,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja frequentemente,0,3,15,13,11,4,7,0,4,23,2
698,Recursos Humanos,Recursos Humanos,3,Viaja raramente,0,2,16,9,7,7,1,0,3,15,1
699,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,1,2,13,3,2,0,2,0,3,11,2
700,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,0,5,4,2,1,1,0,3,13,0
701,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,1,1,1,0,1,1,1,3,11,5
702,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,1,10,10,8,9,7,1,3,11,3
704,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,1,1,1,0,0,0,0,3,18,3
705,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,2,5,3,2,0,2,0,3,16,3
707,Vendas,Executivo de Vendas,2,Viaja raramente,0,0,4,3,2,1,2,0,4,22,4
709,Vendas,Executivo de Vendas,2,Viaja raramente,0,0,8,7,7,0,5,0,4,20,2
710,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,1,10,10,7,2,8,0,3,18,5
712,Vendas,Executivo de Vendas,2,Viaja raramente,0,3,12,2,2,2,2,0,3,12,3
714,Vendas,Executivo de Vendas,2,Viaja frequentemente,1,1,6,6,5,0,4,0,4,20,3
715,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,3,4,1,0,0,0,0,3,17,2
716,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,20,20,8,3,8,0,3,11,3
717,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,1,9,8,7,7,7,0,3,14,3
720,Vendas,Executivo de Vendas,2,Viaja raramente,0,9,4,2,2,2,0,1,3,14,3
721,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,1,20,20,7,11,10,0,3,11,4
722,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,10,10,7,0,8,0,3,12,2
723,Vendas,Executivo de Vendas,2,Viaja frequentemente,1,3,18,4,3,1,3,1,3,14,4
724,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,0,10,9,7,1,8,0,3,13,4
725,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,1,9,9,7,0,7,0,3,11,3
727,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Viaja raramente,0,3,10,7,7,7,7,0,3,15,6
728,Vendas,Executivo de Vendas,2,Viaja raramente,0,2,20,7,7,1,7,0,3,12,2
729,Vendas,Executivo de Vendas,3,Viaja frequentemente,1,5,20,18,13,1,12,0,4,21,2
730,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,3,32,5,1,1,3,0,3,19,3
731,Recursos Humanos,Gerente,5,Viaja raramente,0,3,23,21,6,12,6,0,3,15,2
732,Vendas,Executivo de Vendas,2,Viaja raramente,0,8,10,2,2,2,2,0,3,14,1
733,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja frequentemente,0,1,9,9,7,1,7,0,4,21,4
734,Recursos Humanos,Gerente,5,Viaja raramente,0,1,22,22,7,2,10,0,3,12,3
738,Vendas,Representante de Vendas,1,Viaja raramente,0,7,4,2,2,2,2,0,3,15,2
741,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,7,10,7,7,3,7,1,3,13,4
742,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Não viaja,0,9,10,8,7,0,5,0,3,14,2
743,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,1,4,10,1,0,0,0,0,3,14,4
744,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,2,9,5,2,1,4,0,3,14,5
746,Vendas,Executivo de Vendas,4,Viaja frequentemente,1,9,28,22,2,11,13,0,3,12,2
747,Vendas,Executivo de Vendas,2,Viaja raramente,0,7,10,8,7,7,7,0,4,23,2
749,Vendas,Representante de Vendas,1,Viaja raramente,0,1,1,1,0,0,0,0,3,11,6
752,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,6,7,2,2,2,2,1,3,12,2
754,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,3,7,2,2,2,2,0,3,18,5
757,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,3,10,5,1,4,3,0,3,11,2
758,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,5,4,3,0,2,0,3,14,2
760,Recursos Humanos,Recursos Humanos,2,Viaja raramente,0,9,12,8,3,3,6,0,3,15,3
762,Pesquisa e Desenvolvimento,Representante de Saúde,4,Viaja raramente,0,7,30,10,7,1,1,0,3,11,1
763,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,0,5,4,2,2,3,0,4,20,2
764,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,8,9,7,6,0,7,0,3,19,2
766,Vendas,Representante de Vendas,1,Viaja raramente,0,1,2,2,2,2,2,0,3,14,2
769,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,2,19,2,2,2,2,0,3,17,4
771,Pesquisa e Desenvolvimento,Representante de Saúde,2,Não viaja,0,2,16,1,0,0,0,0,3,11,2
772,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja frequentemente,0,1,10,10,8,4,7,0,3,15,2
773,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,6,6,1,0,0,1,0,3,13,0
775,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,3,7,0,0,0,0,0,3,14,3
776,Vendas,Gerente,4,Viaja raramente,0,1,34,34,6,1,16,0,3,11,3
780,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,1,10,10,9,7,8,1,3,13,2
781,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,6,6,5,1,4,0,4,23,5
783,Vendas,Representante de Vendas,2,Viaja raramente,0,0,9,8,7,3,1,0,3,13,3
784,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,2,2,2,0,2,0,3,18,3
785,Vendas,Executivo de Vendas,2,Viaja frequentemente,1,4,8,5,4,1,3,1,3,12,2
786,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,6,6,5,1,4,0,4,22,5
787,Pesquisa e Desenvolvimento,Gerente,5,Viaja raramente,1,5,24,5,2,1,4,1,3,13,2
789,Vendas,Executivo de Vendas,3,Não viaja,0,1,10,10,7,0,9,0,3,15,1
791,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,0,5,4,3,1,2,0,3,18,3
792,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,3,5,2,2,2,0,0,3,14,2
793,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,4,11,8,7,1,1,0,3,12,3
796,Vendas,Executivo de Vendas,2,Viaja raramente,0,6,6,4,3,1,2,1,3,17,2
797,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,2,10,4,2,1,3,0,3,16,2
799,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,1,9,9,5,3,1,4,0,3,11,4
800,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,0,5,4,2,1,1,0,3,19,3
802,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,0,6,5,3,4,3,0,3,13,3
803,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja frequentemente,1,6,17,15,7,4,12,0,3,12,2
804,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,6,6,5,1,3,0,3,11,3
805,Vendas,Representante de Vendas,1,Viaja raramente,0,1,3,3,2,0,2,0,3,16,1
806,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,3,7,2,2,0,2,0,4,21,2
807,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja frequentemente,0,1,8,8,7,3,7,0,4,24,2
808,Vendas,Executivo de Vendas,2,Viaja raramente,0,5,6,3,2,1,2,0,3,17,1
809,Pesquisa e Desenvolvimento,Gerente,5,Viaja frequentemente,0,1,24,24,7,14,9,0,3,13,4
811,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,1,0,0,0,0,1,4,21,2
812,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,1,1,1,0,0,0,0,3,11,4
813,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,8,9,5,2,1,4,0,4,20,3
815,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,5,30,4,3,0,3,0,3,16,3
816,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,1,1,0,0,0,1,3,11,1
817,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Viaja raramente,0,0,14,13,9,3,7,0,3,11,3
819,Vendas,Executivo de Vendas,2,Viaja raramente,0,5,6,3,2,0,2,1,3,15,3
820,Pesquisa e Desenvolvimento,Gerente,4,Viaja raramente,1,1,26,26,14,3,0,0,3,11,3
823,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,0,10,9,7,0,5,0,3,15,2
824,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,10,10,7,0,7,0,4,24,3
825,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja raramente,1,7,40,31,15,13,8,1,3,12,2
826,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,3,7,2,2,2,2,0,3,13,0
827,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,1,9,8,4,3,0,2,0,3,13,4
828,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,6,5,2,2,2,1,1,3,17,3
829,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,4,8,5,2,0,4,0,3,13,2
830,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,1,14,14,13,6,8,0,3,12,3
832,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja frequentemente,0,6,10,1,0,0,0,0,3,14,6
833,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,1,5,12,0,0,0,0,0,4,24,4
834,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,1,1,0,0,0,0,3,14,3
836,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,1,10,9,8,7,8,0,3,13,3
837,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja frequentemente,0,2,13,4,3,1,2,0,3,15,3
838,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,1,6,5,2,1,3,0,3,16,3
840,Vendas,Executivo de Vendas,3,Viaja raramente,0,1,9,9,8,7,7,1,3,18,3
842,Vendas,Executivo de Vendas,2,Viaja raramente,0,4,12,9,7,7,3,1,3,16,3
843,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,6,22,4,1,1,0,0,4,24,3
844,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Viaja raramente,1,1,9,9,8,0,8,0,3,16,3
845,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,3,17,8,5,1,6,0,4,21,3
846,Vendas,Executivo de Vendas,2,Viaja raramente,1,1,8,8,7,7,5,0,4,20,2
847,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,0,4,3,2,0,2,0,3,19,1
848,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,1,8,8,7,1,7,1,3,14,2
850,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,1,0,0,0,0,0,0,3,11,6
851,Vendas,Gerente,4,Viaja raramente,0,2,29,20,6,4,17,0,3,14,2
852,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,9,10,5,2,2,3,0,3,12,2
854,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,7,6,4,3,0,1,0,3,13,3
855,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,9,9,8,0,8,0,4,22,5
856,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,6,6,5,1,1,0,3,11,3
857,Vendas,Executivo de Vendas,2,Viaja raramente,1,1,18,18,14,4,11,0,3,14,1
859,Vendas,Executivo de Vendas,2,Viaja raramente,0,2,8,5,2,0,3,0,3,11,3
861,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,9,10,5,4,0,3,0,3,12,3
862,Vendas,Executivo de Vendas,3,Viaja raramente,1,7,35,5,2,0,4,0,3,18,3
864,Vendas,Executivo de Vendas,3,Viaja raramente,1,4,18,5,4,0,2,0,3,12,2
865,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,5,9,5,3,1,3,0,3,12,3
867,Pesquisa e Desenvolvimento,Diretor de Produção,4,Viaja frequentemente,0,3,31,9,8,0,0,0,4,22,3
868,Vendas,Executivo de Vendas,2,Viaja raramente,0,4,9,1,0,0,0,0,3,19,2
869,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,1,6,5,1,0,4,0,3,13,6
872,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,6,4,2,2,2,2,0,4,22,2
874,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,2,10,3,2,0,2,0,4,24,2
875,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,5,8,2,1,2,2,0,3,14,2
878,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,0,6,5,4,0,3,0,4,21,3
879,Vendas,Executivo de Vendas,2,Viaja raramente,1,1,5,5,3,0,3,0,3,18,3
880,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,1,1,17,17,14,5,15,0,4,20,2
881,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,1,10,10,2,7,8,1,3,19,3
882,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,0,4,3,0,0,2,0,3,12,2
885,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,5,5,2,0,3,0,3,12,1
887,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,2,7,4,2,0,2,0,3,16,2
888,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,0,6,5,2,3,4,0,3,17,2
889,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,1,10,10,8,5,3,0,3,14,3
893,Vendas,Representante de Vendas,1,Viaja raramente,0,0,3,2,2,1,2,0,3,19,3
894,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,1,2,17,5,3,1,3,0,3,13,1
895,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,3,8,6,4,0,2,0,3,19,2
896,Vendas,Representante de Vendas,1,Viaja raramente,1,6,5,3,2,0,2,1,3,19,3
897,Vendas,Executivo de Vendas,4,Viaja raramente,0,5,28,2,0,2,2,0,3,14,3
899,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,3,16,13,10,4,8,0,3,16,2
900,Vendas,Representante de Vendas,1,Viaja frequentemente,0,5,10,5,4,0,0,0,3,15,3
901,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,6,33,12,9,3,8,0,3,18,0
902,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja frequentemente,0,4,12,5,2,2,2,0,3,13,2
903,Vendas,Executivo de Vendas,2,Viaja raramente,1,0,8,7,6,7,7,0,4,22,2
904,Vendas,Executivo de Vendas,3,Não viaja,1,1,10,10,0,0,9,0,3,13,2
905,Pesquisa e Desenvolvimento,Gerente,4,Não viaja,0,1,31,31,6,14,7,0,3,11,3
909,Recursos Humanos,Recursos Humanos,2,Viaja raramente,0,8,13,5,4,0,4,0,3,11,2
910,Recursos Humanos,Recursos Humanos,1,Viaja raramente,1,3,7,4,3,0,3,0,3,11,4
911,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,1,1,0,0,1,1,4,24,2
912,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,6,8,4,3,0,3,0,3,14,5
913,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,1,8,8,7,7,1,0,3,13,0
916,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,4,4,2,0,2,0,3,14,3
918,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,1,9,3,1,0,0,0,1,3,14,3
920,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,4,4,1,0,0,0,0,4,21,2
922,Vendas,Representante de Vendas,1,Viaja raramente,0,1,2,2,2,0,2,1,3,13,3
923,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,1,1,0,0,0,1,3,19,3
924,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,1,0,17,16,8,4,11,0,3,17,2
925,Vendas,Representante de Vendas,1,Viaja raramente,1,1,3,3,2,1,2,0,3,18,3
926,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,1,0,4,3,2,0,2,1,3,19,3
927,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,4,10,7,7,1,0,1,3,13,1
930,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,5,6,2,2,2,2,0,3,18,2
932,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,7,8,2,2,2,2,1,4,21,2
933,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,1,1,1,0,0,0,3,19,2
934,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,1,1,0,1,0,0,3,14,3
936,Vendas,Executivo de Vendas,2,Viaja raramente,0,7,10,5,4,0,3,0,3,17,6
939,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,3,6,3,2,0,2,0,3,11,1
940,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,1,2,24,6,0,0,4,0,3,13,3
941,Vendas,Representante de Vendas,1,Viaja raramente,0,3,13,7,7,5,2,0,3,15,2
942,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,1,1,10,10,6,0,7,0,4,25,2
944,Pesquisa e Desenvolvimento,Técnico de Laboratório,3,Viaja raramente,0,4,29,26,9,1,7,0,3,11,3
945,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,4,13,0,0,0,0,0,3,17,2
947,Vendas,Executivo de Vendas,2,Não viaja,0,1,9,9,8,0,0,0,3,13,2
949,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,2,8,6,2,0,1,0,3,18,6
950,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Viaja raramente,0,1,15,15,12,5,11,0,3,13,3
951,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,6,5,3,0,0,2,0,4,20,3
952,Vendas,Representante de Vendas,1,Viaja raramente,1,1,1,1,0,0,0,1,3,18,2
954,Vendas,Executivo de Vendas,3,Viaja raramente,0,2,11,1,0,0,0,0,3,12,2
956,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,1,7,7,7,0,7,0,3,12,2
957,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,2,20,18,13,2,17,0,3,13,3
958,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,4,16,11,8,3,9,0,4,21,6
959,Vendas,Representante de Vendas,1,Viaja raramente,1,1,1,1,0,0,0,1,3,13,3
960,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,1,1,0,0,0,1,3,19,2
961,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,1,0,10,9,7,8,5,0,3,11,2
964,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,8,3,1,1,0,0,0,3,14,2
966,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,1,8,8,7,6,3,0,3,12,2
967,Vendas,Executivo de Vendas,3,Viaja raramente,1,1,16,16,7,3,7,1,3,11,6
969,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,0,6,5,0,1,4,0,3,14,3
970,Vendas,Executivo de Vendas,3,Viaja raramente,0,5,17,14,1,11,7,1,3,11,2
972,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Não viaja,0,1,9,9,7,0,8,0,3,12,5
974,Vendas,Representante de Vendas,1,Viaja frequentemente,0,1,3,3,1,0,2,0,3,15,5
975,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,5,5,2,1,0,0,3,16,3
976,Pesquisa e Desenvolvimento,Gerente,4,Viaja raramente,0,2,26,9,8,7,8,0,3,15,2
977,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,4,7,1,0,0,0,1,4,24,4
981,Vendas,Gerente,4,Viaja raramente,0,6,22,17,13,15,2,0,3,13,3
982,Vendas,Executivo de Vendas,3,Viaja raramente,0,5,10,8,4,7,7,0,3,11,2
983,Vendas,Executivo de Vendas,2,Não viaja,1,1,6,5,3,1,3,0,3,13,1
984,Vendas,Executivo de Vendas,3,Viaja raramente,0,6,12,10,9,0,8,0,3,13,2
985,Vendas,Executivo de Vendas,3,Viaja raramente,0,0,9,8,7,0,7,0,3,18,3
986,Vendas,Executivo de Vendas,4,Não viaja,1,4,22,1,0,0,0,1,3,16,2
987,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja frequentemente,1,1,20,19,10,2,7,0,3,19,3
990,Vendas,Executivo de Vendas,2,Não viaja,0,4,12,7,7,0,7,0,3,13,3
991,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,1,0,4,3,2,1,2,1,4,22,0
992,Vendas,Gerente,4,Não viaja,0,1,10,10,8,6,0,0,3,11,2
994,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,6,3,0,0,0,0,1,4,20,5
995,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,3,5,3,2,0,2,0,3,18,4
996,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,3,8,5,3,0,2,0,3,14,2
997,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,9,32,5,4,1,3,0,4,22,1
998,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja frequentemente,1,1,6,6,5,1,2,0,3,13,2
999,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja frequentemente,0,2,21,18,16,0,11,0,3,17,2
1001,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,9,4,2,2,2,2,0,3,14,2
1002,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Não viaja,1,1,9,9,8,0,8,0,3,15,2
1003,Vendas,Executivo de Vendas,2,Viaja raramente,1,1,9,9,0,0,7,0,3,17,0
1004,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,4,7,5,2,0,1,1,3,11,2
1005,Pesquisa e Desenvolvimento,Diretor de Produção,4,Viaja raramente,1,3,22,12,11,1,5,0,3,18,2
1006,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,0,3,2,1,0,2,0,3,17,0
1007,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,6,13,8,7,0,7,0,3,13,3
1009,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,1,5,4,2,3,2,0,3,15,6
1010,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,5,4,2,0,2,1,4,24,2
1011,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja frequentemente,0,1,4,4,3,0,3,0,3,12,1
1012,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,1,0,0,0,0,0,0,3,15,2
1013,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,8,22,10,7,0,8,0,3,11,2
